species	specimen	bodylength	sex	bone	side	absolute_centroid_size
PHOCOENA_PHOCOENA	USNM_550312	158	F	r	r	1362.577024
FERESA_ATTENUATA	USNM_550389	212	M	p	l	1049.214857
FERESA_ATTENUATA	USNM_550389	212	M	p	r	1049.813571
FERESA_ATTENUATA	USNM_550389	212	M	r	l	NA
FERESA_ATTENUATA	USNM_550389	212	M	r	r	1351.860431
GRAMPUS_GRISEUS	USNM_550391	286	M	p	l	988.501301
GRAMPUS_GRISEUS	USNM_550391	286	M	p	r	1020.234021
GRAMPUS_GRISEUS	USNM_550391	286	M	r	l	1926.127529
GRAMPUS_GRISEUS	USNM_550391	286	M	r	r	1922.722731
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	p	l	1073.677409
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	p	r	1046.925763
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	r	l	1701.153301
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	r	r	1697.483560
TURSIOPS_TRUNCATUS	USNM_550422	279	M	p	l	1155.224049
TURSIOPS_TRUNCATUS	USNM_550422	279	M	p	r	1150.808816
TURSIOPS_TRUNCATUS	USNM_550422	279	M	r	l	1812.228552
TURSIOPS_TRUNCATUS	USNM_550422	279	M	r	r	1782.651549
STENO_BREDANENSIS	USNM_550837	228.1	M	p	l	787.376242
STENO_BREDANENSIS	USNM_550837	228.1	M	p	r	780.224496
STENO_BREDANENSIS	USNM_550837	228.1	M	r	l	1538.614880
STENO_BREDANENSIS	USNM_550837	228.1	M	r	r	1488.673029
TURSIOPS_TRUNCATUS	USNM_550919	283	F	p	l	953.642220
TURSIOPS_TRUNCATUS	USNM_550919	283	F	p	r	966.216645
TURSIOPS_TRUNCATUS	USNM_550919	283	F	r	l	1833.046283
TURSIOPS_TRUNCATUS	USNM_550919	283	F	r	r	1810.813539
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	p	l	959.095099
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	p	r	995.135620
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	r	l	1618.685740
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	r	r	1610.333584
TURSIOPS_TRUNCATUS	USNM_571051	277	M	p	l	999.027054
TURSIOPS_TRUNCATUS	USNM_571051	277	M	p	r	1024.681811
TURSIOPS_TRUNCATUS	USNM_571051	277	M	r	l	1766.027163
TURSIOPS_TRUNCATUS	USNM_571051	277	M	r	r	1763.078020
TURSIOPS_TRUNCATUS	USNM_571086	273	M	p	l	1078.912100
TURSIOPS_TRUNCATUS	USNM_571086	273	M	p	r	1030.919368
TURSIOPS_TRUNCATUS	USNM_571086	273	M	r	l	1644.872264
TURSIOPS_TRUNCATUS	USNM_571086	273	M	r	r	1723.944000
FERESA_ATTENUATA	USNM_571268	230	M	p	l	993.583993
FERESA_ATTENUATA	USNM_571268	230	M	p	r	1001.544071
FERESA_ATTENUATA	USNM_571268	230	M	r	l	1517.169086
FERESA_ATTENUATA	USNM_571268	230	M	r	r	1522.418060
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	p	l	843.253063
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	p	r	907.892256
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	r	l	1578.436566
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	r	r	1588.275772
TURSIOPS_TRUNCATUS	USNM_571388	285	F	p	l	790.636777
TURSIOPS_TRUNCATUS	USNM_571388	285	F	p	r	830.528037
TURSIOPS_TRUNCATUS	USNM_571388	285	F	r	l	1491.572528
TURSIOPS_TRUNCATUS	USNM_571388	285	F	r	r	1509.524878
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	p	l	967.953104
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	p	r	978.334100
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	r	l	1550.497265
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	r	r	1566.844710
TURSIOPS_TRUNCATUS	USNM_571521	271	M	p	l	659.521423
TURSIOPS_TRUNCATUS	USNM_571521	271	M	p	r	669.748537
TURSIOPS_TRUNCATUS	USNM_571521	271	M	r	l	1399.010488
TURSIOPS_TRUNCATUS	USNM_571521	271	M	r	r	1396.453146
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	p	l	1155.718814
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	p	r	1159.679940
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	r	l	1409.389062
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	r	r	1352.579958
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	p	l	1094.437985
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	p	r	1086.858594
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	r	l	1125.772582
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	r	r	1152.363494
PHOCOENA_PHOCOENA	USNM_572629	163	F	p	l	718.329283
PHOCOENA_PHOCOENA	USNM_572629	163	F	p	r	775.879018
PHOCOENA_PHOCOENA	USNM_572629	163	F	r	l	1361.685054
PHOCOENA_PHOCOENA	USNM_572629	163	F	r	r	1374.825528
DELPHINUS_DELPHIS	USNM_572632	223	M	p	l	870.259682
DELPHINUS_DELPHIS	USNM_572632	223	M	p	r	852.720433
DELPHINUS_DELPHIS	USNM_572632	223	M	r	l	NA
DELPHINUS_DELPHIS	USNM_572632	223	M	r	r	1357.091615
DELPHINUS_DELPHIS	USNM_572775	203	M	p	l	1097.246099
DELPHINUS_DELPHIS	USNM_572775	203	M	p	r	1097.594735
DELPHINUS_DELPHIS	USNM_572775	203	M	r	l	1361.293107
DELPHINUS_DELPHIS	USNM_572775	203	M	r	r	1434.785803
DELPHINUS_DELPHIS	USNM_572776	228	M	p	l	983.187855
DELPHINUS_DELPHIS	USNM_572776	228	M	p	r	991.227299
DELPHINUS_DELPHIS	USNM_572776	228	M	r	l	1388.673179
DELPHINUS_DELPHIS	USNM_572776	228	M	r	r	1388.425992
DELPHINUS_DELPHIS	USNM_572777	216	M	p	l	922.362651
DELPHINUS_DELPHIS	USNM_572777	216	M	p	r	924.269387
DELPHINUS_DELPHIS	USNM_572777	216	M	r	l	1305.421248
DELPHINUS_DELPHIS	USNM_572777	216	M	r	r	1426.189176
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	p	l	1108.134712
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	p	r	1110.926227
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	r	l	1299.116120
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	r	r	1328.934663
DELPHINUS_DELPHIS	USNM_572859	207	F	p	l	820.752603
DELPHINUS_DELPHIS	USNM_572859	207	F	p	r	839.327053
DELPHINUS_DELPHIS	USNM_572859	207	F	r	l	1357.610211
DELPHINUS_DELPHIS	USNM_572859	207	F	r	r	1346.967323
DELPHINUS_DELPHIS	USNM_572871	229	M	p	l	NA
DELPHINUS_DELPHIS	USNM_572871	229	M	p	r	1051.019421
DELPHINUS_DELPHIS	USNM_572871	229	M	r	l	1311.271224
DELPHINUS_DELPHIS	USNM_572871	229	M	r	r	1283.720078
TURSIOPS_TRUNCATUS	USNM_572949	265	M	p	l	1166.049909
TURSIOPS_TRUNCATUS	USNM_572949	265	M	p	r	1105.380284
TURSIOPS_TRUNCATUS	USNM_572949	265	M	r	l	1697.107448
TURSIOPS_TRUNCATUS	USNM_572949	265	M	r	r	1644.693058
DELPHINUS_DELPHIS	USNM_572980	225	M	p	l	1028.104231
DELPHINUS_DELPHIS	USNM_572980	225	M	p	r	1016.155864
DELPHINUS_DELPHIS	USNM_572980	225	M	r	l	1449.134626
DELPHINUS_DELPHIS	USNM_572980	225	M	r	r	1387.465984
TURSIOPS_TRUNCATUS	USNM_593406	279	M	p	l	1167.767137
TURSIOPS_TRUNCATUS	USNM_593406	279	M	p	r	1172.563740
TURSIOPS_TRUNCATUS	USNM_593406	279	M	r	l	1736.795502
TURSIOPS_TRUNCATUS	USNM_593406	279	M	r	r	1770.749131
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	p	l	854.007640
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	p	r	828.352587
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	r	l	3676.233769
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	r	r	3580.314757
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	p	l	978.653003
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	p	r	1067.275763
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	r	l	4095.195787
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	r	r	3972.687382
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	p	l	4557.030546
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	p	r	NA
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	r	l	NA
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	r	r	NA
