species	specimen	bodylength	sex	bone	side	absolute_centroid_size
PHOCOENOIDES_DALLI	LACM_96487	210.0	M	rib	right	NA
PHOCOENOIDES_DALLI	LACM_97207	210.0	M	pelvic	left	691.495995
PHOCOENOIDES_DALLI	LACM_97207	210.0	M	pelvic	right	677.850667
PHOCOENOIDES_DALLI	LACM_97207	210.0	M	rib	left	NA
PHOCOENOIDES_DALLI	LACM_97207	210.0	M	rib	right	NA
PHOCOENOIDES_DALLI	USNM_396304	202	M	pelvic	left	795.344992
PHOCOENOIDES_DALLI	USNM_396304	202	M	pelvic	right	794.926349
PHOCOENOIDES_DALLI	USNM_396304	202	M	rib	left	1567.308165
PHOCOENOIDES_DALLI	USNM_396304	202	M	rib	right	1566.437594
PONTOPORIA_BLAINVILLEI	LACM_47143	128.5	M	pelvic	left	301.962474
PONTOPORIA_BLAINVILLEI	LACM_47143	128.5	M	pelvic	right	297.525415
PONTOPORIA_BLAINVILLEI	LACM_47143	128.5	M	rib	left	774.458488
PONTOPORIA_BLAINVILLEI	LACM_47143	128.5	M	rib	right	803.628514
PONTOPORIA_BLAINVILLEI	LACM_54012	138.0	F	pelvic	left	396.551811
PONTOPORIA_BLAINVILLEI	LACM_54012	138.0	F	pelvic	right	364.743965
PONTOPORIA_BLAINVILLEI	LACM_54012	138.0	F	rib	left	848.700079
PONTOPORIA_BLAINVILLEI	LACM_54012	138.0	F	rib	right	860.999796
PONTOPORIA_BLAINVILLEI	USNM_501157	136	F	pelvic	left	343.499593
PONTOPORIA_BLAINVILLEI	USNM_501157	136	F	pelvic	right	325.323100
PONTOPORIA_BLAINVILLEI	USNM_501157	136	F	rib	left	833.176131
PONTOPORIA_BLAINVILLEI	USNM_501157	136	F	rib	right	842.341187
PONTOPORIA_BLAINVILLEI	USNM_501172	137	M	pelvic	left	NA
PONTOPORIA_BLAINVILLEI	USNM_501172	137	M	pelvic	right	NA
PONTOPORIA_BLAINVILLEI	USNM_501172	137	M	rib	left	720.077614
PONTOPORIA_BLAINVILLEI	USNM_501172	137	M	rib	right	764.598071
PONTOPORIA_BLAINVILLEI	USNM_501176	142	F	pelvic	left	340.041820
PONTOPORIA_BLAINVILLEI	USNM_501176	142	F	pelvic	right	343.224293
PONTOPORIA_BLAINVILLEI	USNM_501176	142	F	rib	left	798.796617
PONTOPORIA_BLAINVILLEI	USNM_501176	142	F	rib	right	846.634536
PONTOPORIA_BLAINVILLEI	USNM_501179	142	M	pelvic	left	407.159284
PONTOPORIA_BLAINVILLEI	USNM_501179	142	M	pelvic	right	428.388967
PONTOPORIA_BLAINVILLEI	USNM_501179	142	M	rib	left	797.481464
PONTOPORIA_BLAINVILLEI	USNM_501179	142	M	rib	right	834.879340
PONTOPORIA_BLAINVILLEI	USNM_501183	145	F	pelvic	left	285.249840
PONTOPORIA_BLAINVILLEI	USNM_501183	145	F	pelvic	right	295.773846
PONTOPORIA_BLAINVILLEI	USNM_501183	145	F	rib	left	828.428958
PONTOPORIA_BLAINVILLEI	USNM_501183	145	F	rib	right	882.988011
PONTOPORIA_BLAINVILLEI	USNM_501186	143	F	pelvic	left	355.882986
PONTOPORIA_BLAINVILLEI	USNM_501186	143	F	pelvic	right	288.316762
PONTOPORIA_BLAINVILLEI	USNM_501186	143	F	rib	left	793.340337
PONTOPORIA_BLAINVILLEI	USNM_501186	143	F	rib	right	794.044298
PONTOPORIA_BLAINVILLEI	USNM_504920	155	F	pelvic	left	490.425478
PONTOPORIA_BLAINVILLEI	USNM_504920	155	F	pelvic	right	443.376919
PONTOPORIA_BLAINVILLEI	USNM_504920	155	F	rib	left	880.848491
PONTOPORIA_BLAINVILLEI	USNM_504920	155	F	rib	right	911.024091
PSEUDORCA_CRASSIDENS	LACM_84047	480.0	M	pelvic	left	1379.074704
PSEUDORCA_CRASSIDENS	LACM_84047	480.0	M	pelvic	right	1362.427698
PSEUDORCA_CRASSIDENS	LACM_84047	480.0	M	rib	left	2352.031622
PSEUDORCA_CRASSIDENS	LACM_84047	480.0	M	rib	right	2415.837400
STENELLA_ATTENUATA	LACM_54043	195.0	M	pelvic	left	651.180353
STENELLA_ATTENUATA	LACM_54043	195.0	M	pelvic	right	628.364220
STENELLA_ATTENUATA	LACM_54043	195.0	M	rib	left	1144.135007
STENELLA_ATTENUATA	LACM_54043	195.0	M	rib	right	1155.214133
STENELLA_ATTENUATA	LACM_95489	191.9	F	pelvic	left	572.831757
STENELLA_ATTENUATA	LACM_95489	191.9	F	pelvic	right	545.585585
STENELLA_ATTENUATA	LACM_95489	191.9	F	rib	left	1157.538619
STENELLA_ATTENUATA	LACM_95489	191.9	F	rib	right	1170.112635
STENELLA_ATTENUATA	USNM_395277	175	F	pelvic	left	646.134150
STENELLA_ATTENUATA	USNM_395277	175	F	pelvic	right	643.176688
STENELLA_ATTENUATA	USNM_395277	175	F	rib	left	NA
STENELLA_ATTENUATA	USNM_395277	175	F	rib	right	NA
STENELLA_ATTENUATA	USNM_395390	218	M	pelvic	left	722.078579
STENELLA_ATTENUATA	USNM_395390	218	M	pelvic	right	707.258193
STENELLA_ATTENUATA	USNM_395390	218	M	rib	left	1112.301475
STENELLA_ATTENUATA	USNM_395390	218	M	rib	right	1128.151442
STENELLA_ATTENUATA	USNM_395465	200	M	pelvic	left	759.002704
STENELLA_ATTENUATA	USNM_395465	200	M	pelvic	right	712.426052
STENELLA_ATTENUATA	USNM_395465	200	M	rib	left	1116.311568
STENELLA_ATTENUATA	USNM_395465	200	M	rib	right	NA
STENELLA_COERULEOALBA	LACM_85952	217.0	F	pelvic	left	NA
STENELLA_COERULEOALBA	LACM_85952	217.0	F	pelvic	right	NA
STENELLA_COERULEOALBA	LACM_85952	217.0	F	rib	left	NA
STENELLA_COERULEOALBA	LACM_85952	217.0	F	rib	right	NA
STENELLA_COERULEOALBA	USNM_504350	231	M	pelvic	left	737.423238
STENELLA_COERULEOALBA	USNM_504350	231	M	pelvic	right	740.637975
STENELLA_COERULEOALBA	USNM_504350	231	M	rib	left	1473.129508
STENELLA_COERULEOALBA	USNM_504350	231	M	rib	right	1459.384856
STENELLA_COERULEOALBA	USNM_504773	221.7	M	pelvic	left	669.897051
STENELLA_COERULEOALBA	USNM_504773	221.7	M	pelvic	right	662.826988
STENELLA_COERULEOALBA	USNM_504773	221.7	M	rib	left	1564.563519
STENELLA_COERULEOALBA	USNM_504773	221.7	M	rib	right	1532.230749
STENELLA_FRONTALIS	USNM_504758	201	M	pelvic	left	742.537900
STENELLA_FRONTALIS	USNM_504758	201	M	pelvic	right	736.409274
STENELLA_FRONTALIS	USNM_504758	201	M	rib	left	1434.595940
STENELLA_FRONTALIS	USNM_504758	201	M	rib	right	1462.391322
STENELLA_LONGIROSTRIS	LACM_72437	175.4	M	pelvic	left	541.179892
STENELLA_LONGIROSTRIS	LACM_72437	175.4	M	pelvic	right	579.843017
STENELLA_LONGIROSTRIS	LACM_72437	175.4	M	rib	left	1009.149764
STENELLA_LONGIROSTRIS	LACM_72437	175.4	M	rib	right	975.857484
STENELLA_LONGIROSTRIS	LACM_72438	177.5	M	pelvic	left	651.723218
STENELLA_LONGIROSTRIS	LACM_72438	177.5	M	pelvic	right	663.985755
STENELLA_LONGIROSTRIS	LACM_72438	177.5	M	rib	left	1179.813695
STENELLA_LONGIROSTRIS	LACM_72438	177.5	M	rib	right	1198.304079
STENELLA_LONGIROSTRIS	USNM_395599	173	M	pelvic	left	692.409544
STENELLA_LONGIROSTRIS	USNM_395599	173	M	pelvic	right	702.713310
STENELLA_LONGIROSTRIS	USNM_395599	173	M	rib	left	1161.848981
STENELLA_LONGIROSTRIS	USNM_395599	173	M	rib	right	1157.853571
STENO_BREDANENSIS	USNM_504467	235	M	pelvic	left	737.004342
STENO_BREDANENSIS	USNM_504467	235	M	pelvic	right	761.003589
STENO_BREDANENSIS	USNM_504467	235	M	rib	left	NA
STENO_BREDANENSIS	USNM_504467	235	M	rib	right	1672.700921
STENO_BREDANENSIS	USNM_504468	227	M	pelvic	left	745.791373
STENO_BREDANENSIS	USNM_504468	227	M	pelvic	right	741.614492
STENO_BREDANENSIS	USNM_504468	227	M	rib	left	NA
STENO_BREDANENSIS	USNM_504468	227	M	rib	right	1628.711321
STENO_BREDANENSIS	USNM_504494	233	M	pelvic	left	748.551248
STENO_BREDANENSIS	USNM_504494	233	M	pelvic	right	818.338488
STENO_BREDANENSIS	USNM_504494	233	M	rib	left	NA
STENO_BREDANENSIS	USNM_504494	233	M	rib	right	1393.497287
STENO_BREDANENSIS	USNM_550837	228.1	M	pelvic	left	787.376242
STENO_BREDANENSIS	USNM_550837	228.1	M	pelvic	right	780.224496
STENO_BREDANENSIS	USNM_550837	228.1	M	rib	left	1538.614880
STENO_BREDANENSIS	USNM_550837	228.1	M	rib	right	1488.673029
TURSIOPS_ADUNCUS	USNM_258642	287	M	pelvic	left	905.237922
TURSIOPS_ADUNCUS	USNM_258642	287	M	pelvic	right	914.688606
TURSIOPS_ADUNCUS	USNM_258642	287	M	rib	left	1900.446253
TURSIOPS_ADUNCUS	USNM_258642	287	M	rib	right	1927.836033
TURSIOPS_TRUNCATUS	LACM_84194	304.0	M	pelvic	left	1108.323043
TURSIOPS_TRUNCATUS	LACM_84194	304.0	M	pelvic	right	1156.823067
TURSIOPS_TRUNCATUS	LACM_84194	304.0	M	rib	left	1827.242437
TURSIOPS_TRUNCATUS	LACM_84194	304.0	M	rib	right	1876.078928
TURSIOPS_TRUNCATUS	LACM_84267	305.0	M	pelvic	left	865.620218
TURSIOPS_TRUNCATUS	LACM_84267	305.0	M	pelvic	right	868.112486
TURSIOPS_TRUNCATUS	LACM_84267	305.0	M	rib	left	1941.638419
TURSIOPS_TRUNCATUS	LACM_84267	305.0	M	rib	right	1838.321670
TURSIOPS_TRUNCATUS	LACM_84271	285.0	F	pelvic	left	663.074469
TURSIOPS_TRUNCATUS	LACM_84271	285.0	F	pelvic	right	616.917774
TURSIOPS_TRUNCATUS	LACM_84271	285.0	F	rib	left	1720.539349
TURSIOPS_TRUNCATUS	LACM_84271	285.0	F	rib	right	1704.143510
TURSIOPS_TRUNCATUS	LACM_92072	288.0	M	pelvic	left	746.291355
TURSIOPS_TRUNCATUS	LACM_92072	288.0	M	pelvic	right	717.531968
TURSIOPS_TRUNCATUS	LACM_92072	288.0	M	rib	left	1768.050139
TURSIOPS_TRUNCATUS	LACM_92072	288.0	M	rib	right	1785.180708
TURSIOPS_TRUNCATUS	LACM_95828	293.0	M	pelvic	left	959.041769
TURSIOPS_TRUNCATUS	LACM_95828	293.0	M	pelvic	right	939.216865
TURSIOPS_TRUNCATUS	LACM_95828	293.0	M	rib	left	NA
TURSIOPS_TRUNCATUS	LACM_95828	293.0	M	rib	right	NA
TURSIOPS_TRUNCATUS	LACM_97405	277.0	F	pelvic	left	842.112973
TURSIOPS_TRUNCATUS	LACM_97405	277.0	F	pelvic	right	955.075934
TURSIOPS_TRUNCATUS	LACM_97405	277.0	F	rib	left	1705.387879
TURSIOPS_TRUNCATUS	LACM_97405	277.0	F	rib	right	1708.971881
TURSIOPS_TRUNCATUS	LACM_97489	298.0	F	pelvic	left	1083.780910
TURSIOPS_TRUNCATUS	LACM_97489	298.0	F	pelvic	right	1045.824264
TURSIOPS_TRUNCATUS	LACM_97489	298.0	F	rib	left	1817.705348
TURSIOPS_TRUNCATUS	LACM_97489	298.0	F	rib	right	1914.457574
TURSIOPS_TRUNCATUS	USNM_396165	303	M	pelvic	left	796.724733
TURSIOPS_TRUNCATUS	USNM_396165	303	M	pelvic	right	876.023480
TURSIOPS_TRUNCATUS	USNM_396165	303	M	rib	left	1911.489468
TURSIOPS_TRUNCATUS	USNM_396165	303	M	rib	right	NA
TURSIOPS_TRUNCATUS	USNM_504726	298	M	pelvic	left	1068.142459
TURSIOPS_TRUNCATUS	USNM_504726	298	M	pelvic	right	1094.036786
TURSIOPS_TRUNCATUS	USNM_504726	298	M	rib	left	2014.305066
TURSIOPS_TRUNCATUS	USNM_504726	298	M	rib	right	1940.883947
TURSIOPS_TRUNCATUS	USNM_504879	284	M	pelvic	left	1000.541940
TURSIOPS_TRUNCATUS	USNM_504879	284	M	pelvic	right	1000.544723
TURSIOPS_TRUNCATUS	USNM_504879	284	M	rib	left	NA
TURSIOPS_TRUNCATUS	USNM_504879	284	M	rib	right	1874.631221
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	pelvic	left	1073.677409
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	pelvic	right	1046.925763
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	rib	left	1701.153301
TURSIOPS_TRUNCATUS	USNM_550401	267.5	M	rib	right	1697.483560
TURSIOPS_TRUNCATUS	USNM_550422	279	M	pelvic	left	1155.224049
TURSIOPS_TRUNCATUS	USNM_550422	279	M	pelvic	right	1150.808816
TURSIOPS_TRUNCATUS	USNM_550422	279	M	rib	left	1812.228552
TURSIOPS_TRUNCATUS	USNM_550422	279	M	rib	right	1782.651549
TURSIOPS_TRUNCATUS	USNM_550919	283	F	pelvic	left	953.642220
TURSIOPS_TRUNCATUS	USNM_550919	283	F	pelvic	right	966.216645
TURSIOPS_TRUNCATUS	USNM_550919	283	F	rib	left	1833.046283
TURSIOPS_TRUNCATUS	USNM_550919	283	F	rib	right	1810.813539
TURSIOPS_TRUNCATUS	USNM_571051	277	M	pelvic	left	999.027054
TURSIOPS_TRUNCATUS	USNM_571051	277	M	pelvic	right	1024.681811
TURSIOPS_TRUNCATUS	USNM_571051	277	M	rib	left	1766.027163
TURSIOPS_TRUNCATUS	USNM_571051	277	M	rib	right	1763.078020
TURSIOPS_TRUNCATUS	USNM_571086	273	M	pelvic	left	1078.912100
TURSIOPS_TRUNCATUS	USNM_571086	273	M	pelvic	right	1030.919368
TURSIOPS_TRUNCATUS	USNM_571086	273	M	rib	left	1644.872264
TURSIOPS_TRUNCATUS	USNM_571086	273	M	rib	right	1723.944000
TURSIOPS_TRUNCATUS	USNM_571388	285	F	pelvic	left	790.636777
TURSIOPS_TRUNCATUS	USNM_571388	285	F	pelvic	right	830.528037
TURSIOPS_TRUNCATUS	USNM_571388	285	F	rib	left	1491.572528
TURSIOPS_TRUNCATUS	USNM_571388	285	F	rib	right	1509.524878
TURSIOPS_TRUNCATUS	USNM_571521	271	M	pelvic	left	659.521423
TURSIOPS_TRUNCATUS	USNM_571521	271	M	pelvic	right	669.748537
TURSIOPS_TRUNCATUS	USNM_571521	271	M	rib	left	1399.010488
TURSIOPS_TRUNCATUS	USNM_571521	271	M	rib	right	1396.453146
TURSIOPS_TRUNCATUS	USNM_572949	265	M	pelvic	left	1166.049909
TURSIOPS_TRUNCATUS	USNM_572949	265	M	pelvic	right	1105.380284
TURSIOPS_TRUNCATUS	USNM_572949	265	M	rib	left	1697.107448
TURSIOPS_TRUNCATUS	USNM_572949	265	M	rib	right	1644.693058
TURSIOPS_TRUNCATUS	USNM_593406	279	M	pelvic	left	1167.767137
TURSIOPS_TRUNCATUS	USNM_593406	279	M	pelvic	right	1172.563740
TURSIOPS_TRUNCATUS	USNM_593406	279	M	rib	left	1736.795502
TURSIOPS_TRUNCATUS	USNM_593406	279	M	rib	right	1770.749131
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	pelvic	left	854.007640
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	pelvic	right	828.352587
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	rib	left	3676.233769
ZIPHIUS_CAVIROSTRIS	USNM_A20971	589	F	rib	right	3580.314757
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	pelvic	left	978.653003
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	pelvic	right	1067.275763
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	rib	left	4095.195787
ZIPHIUS_CAVIROSTRIS	USNM_A49599	564	M	rib	right	3972.687382
