species	specimen	bodylength	sex	bone	side	absolute_centroid_size
DELPHINUS_CAPENSIS	LACM_95668	218.0	M	rib	left	1271.357859
DELPHINUS_CAPENSIS	LACM_95668	218.0	M	rib	right	1241.755176
DELPHINUS_CAPENSIS	LACM_96366	217.5	M	pelvic	left	860.144783
DELPHINUS_CAPENSIS	LACM_96366	217.5	M	pelvic	right	825.155749
DELPHINUS_CAPENSIS	LACM_96366	217.5	M	rib	left	1382.079956
DELPHINUS_CAPENSIS	LACM_96366	217.5	M	rib	right	1351.766961
DELPHINUS_CAPENSIS	LACM_97203	219.0	M	pelvic	left	NA
DELPHINUS_CAPENSIS	LACM_97203	219.0	M	pelvic	right	653.339501
DELPHINUS_CAPENSIS	LACM_97203	219.0	M	rib	left	NA
DELPHINUS_CAPENSIS	LACM_97203	219.0	M	rib	right	NA
DELPHINUS_CAPENSIS	LACM_97204	224.0	M	pelvic	left	807.200255
DELPHINUS_CAPENSIS	LACM_97204	224.0	M	pelvic	right	838.887014
DELPHINUS_CAPENSIS	LACM_97204	224.0	M	rib	left	NA
DELPHINUS_CAPENSIS	LACM_97204	224.0	M	rib	right	NA
DELPHINUS_CAPENSIS	LACM_97429	232.0	M	pelvic	left	987.279343
DELPHINUS_CAPENSIS	LACM_97429	232.0	M	pelvic	right	956.312889
DELPHINUS_CAPENSIS	LACM_97429	232.0	M	rib	left	1477.345968
DELPHINUS_CAPENSIS	LACM_97429	232.0	M	rib	right	1506.348663
DELPHINUS_CAPENSIS	LACM_97478	212.0	M	pelvic	left	851.758524
DELPHINUS_CAPENSIS	LACM_97478	212.0	M	pelvic	right	855.251796
DELPHINUS_CAPENSIS	LACM_97478	212.0	M	rib	left	1460.539513
DELPHINUS_CAPENSIS	LACM_97478	212.0	M	rib	right	1455.662438
DELPHINUS_DELPHIS	LACM_84254	229.0	M	pelvic	left	938.240837
DELPHINUS_DELPHIS	LACM_84254	229.0	M	pelvic	right	915.446442
DELPHINUS_DELPHIS	LACM_84254	229.0	M	rib	left	1395.512344
DELPHINUS_DELPHIS	LACM_84254	229.0	M	rib	right	1391.679732
DELPHINUS_DELPHIS	USNM_504107	209	M	pelvic	left	989.318549
DELPHINUS_DELPHIS	USNM_504107	209	M	pelvic	right	996.221004
DELPHINUS_DELPHIS	USNM_504107	209	M	rib	left	1379.440606
DELPHINUS_DELPHIS	USNM_504107	209	M	rib	right	706.162654
DELPHINUS_DELPHIS	USNM_572632	223	M	pelvic	left	870.259682
DELPHINUS_DELPHIS	USNM_572632	223	M	pelvic	right	852.720433
DELPHINUS_DELPHIS	USNM_572632	223	M	rib	left	NA
DELPHINUS_DELPHIS	USNM_572632	223	M	rib	right	1357.091615
DELPHINUS_DELPHIS	USNM_572775	203	M	pelvic	left	1097.246099
DELPHINUS_DELPHIS	USNM_572775	203	M	pelvic	right	1097.594735
DELPHINUS_DELPHIS	USNM_572775	203	M	rib	left	1361.293107
DELPHINUS_DELPHIS	USNM_572775	203	M	rib	right	1434.785803
DELPHINUS_DELPHIS	USNM_572776	228	M	pelvic	left	983.187855
DELPHINUS_DELPHIS	USNM_572776	228	M	pelvic	right	991.227299
DELPHINUS_DELPHIS	USNM_572776	228	M	rib	left	1388.673179
DELPHINUS_DELPHIS	USNM_572776	228	M	rib	right	1388.425992
DELPHINUS_DELPHIS	USNM_572777	216	M	pelvic	left	922.362651
DELPHINUS_DELPHIS	USNM_572777	216	M	pelvic	right	924.269387
DELPHINUS_DELPHIS	USNM_572777	216	M	rib	left	1305.421248
DELPHINUS_DELPHIS	USNM_572777	216	M	rib	right	1426.189176
DELPHINUS_DELPHIS	USNM_572859	207	F	pelvic	left	820.752603
DELPHINUS_DELPHIS	USNM_572859	207	F	pelvic	right	839.327053
DELPHINUS_DELPHIS	USNM_572859	207	F	rib	left	1357.610211
DELPHINUS_DELPHIS	USNM_572859	207	F	rib	right	1346.967323
DELPHINUS_DELPHIS	USNM_572871	229	M	pelvic	left	NA
DELPHINUS_DELPHIS	USNM_572871	229	M	pelvic	right	1051.019421
DELPHINUS_DELPHIS	USNM_572871	229	M	rib	left	1311.271224
DELPHINUS_DELPHIS	USNM_572871	229	M	rib	right	1283.720078
DELPHINUS_DELPHIS	USNM_572980	225	M	pelvic	left	1028.104231
DELPHINUS_DELPHIS	USNM_572980	225	M	pelvic	right	1016.155864
DELPHINUS_DELPHIS	USNM_572980	225	M	rib	left	1449.134626
DELPHINUS_DELPHIS	USNM_572980	225	M	rib	right	1387.465984
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	pelvic	left	4557.030546
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	pelvic	right	NA
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	rib	left	NA
ESCHRICHTIUS_ROBUSTUS	UWBM_35430	1293	M	rib	right	NA
EUBALAENA_GLACIALIS	MJM_070110	1370	M	pelvic	left	4305.634872
EUBALAENA_GLACIALIS	MJM_070110	1370	M	pelvic	right	4471.786344
EUBALAENA_GLACIALIS	MJM_070110	1370	M	rib	left	NA
EUBALAENA_GLACIALIS	MJM_070110	1370	M	rib	right	NA
EUBALAENA_GLACIALIS	UMA_4920	1370	F	pelvic	left	3432.684332
EUBALAENA_GLACIALIS	UMA_4920	1370	F	pelvic	right	3395.884065
EUBALAENA_GLACIALIS	UMA_4920	1370	F	rib	left	NA
EUBALAENA_GLACIALIS	UMA_4920	1370	F	rib	right	NA
FERESA_ATTENUATA	LACM_84252	214.0	M	pelvic	left	1082.937764
FERESA_ATTENUATA	LACM_84252	214.0	M	pelvic	right	1090.292866
FERESA_ATTENUATA	LACM_84252	214.0	M	rib	left	1334.585862
FERESA_ATTENUATA	LACM_84252	214.0	M	rib	right	1345.267258
FERESA_ATTENUATA	USNM_550389	212	M	pelvic	left	1049.214857
FERESA_ATTENUATA	USNM_550389	212	M	pelvic	right	1049.813571
FERESA_ATTENUATA	USNM_550389	212	M	rib	left	NA
FERESA_ATTENUATA	USNM_550389	212	M	rib	right	1351.860431
FERESA_ATTENUATA	USNM_571268	230	M	pelvic	left	993.583993
FERESA_ATTENUATA	USNM_571268	230	M	pelvic	right	1001.544071
FERESA_ATTENUATA	USNM_571268	230	M	rib	left	1517.169086
FERESA_ATTENUATA	USNM_571268	230	M	rib	right	1522.418060
GLOBICEPHALA_MELAS	CCSN_04-141	460	F	pelvic	left	1306.352197
GLOBICEPHALA_MELAS	CCSN_04-141	460	F	pelvic	right	1175.804447
GLOBICEPHALA_MELAS	CCSN_04-141	460	F	rib	left	NA
GLOBICEPHALA_MELAS	CCSN_04-141	460	F	rib	right	NA
GRAMPUS_GRISEUS	LACM_72546	360.7	M	pelvic	left	1208.709102
GRAMPUS_GRISEUS	LACM_72546	360.7	M	pelvic	right	1192.661964
GRAMPUS_GRISEUS	LACM_72546	360.7	M	rib	left	2347.169447
GRAMPUS_GRISEUS	LACM_72546	360.7	M	rib	right	2380.048603
GRAMPUS_GRISEUS	USNM_504126	298	M	pelvic	left	1125.178967
GRAMPUS_GRISEUS	USNM_504126	298	M	pelvic	right	1107.467747
GRAMPUS_GRISEUS	USNM_504126	298	M	rib	left	1976.172967
GRAMPUS_GRISEUS	USNM_504126	298	M	rib	right	2007.224693
GRAMPUS_GRISEUS	USNM_550391	286	M	pelvic	left	988.501301
GRAMPUS_GRISEUS	USNM_550391	286	M	pelvic	right	1020.234021
GRAMPUS_GRISEUS	USNM_550391	286	M	rib	left	1926.127529
GRAMPUS_GRISEUS	USNM_550391	286	M	rib	right	1922.722731
INIA_GEOFFRENSIS	LACM_19590	240	M	pelvic	left	988.532133
INIA_GEOFFRENSIS	LACM_19590	240	M	pelvic	right	1013.880159
INIA_GEOFFRENSIS	LACM_19590	240	M	rib	left	1462.380616
INIA_GEOFFRENSIS	LACM_19590	240	M	rib	right	1492.995719
INIA_GEOFFRENSIS	LACM_27074	228.0	M	pelvic	left	940.695275
INIA_GEOFFRENSIS	LACM_27074	228.0	M	pelvic	right	897.976635
INIA_GEOFFRENSIS	LACM_27074	228.0	M	rib	left	1567.935928
INIA_GEOFFRENSIS	LACM_27074	228.0	M	rib	right	1641.440552
LAGENORHYNCHUS_ACUTUS	USNM_504154	234.5	F	pelvic	left	860.006324
LAGENORHYNCHUS_ACUTUS	USNM_504154	234.5	F	pelvic	right	853.878272
LAGENORHYNCHUS_ACUTUS	USNM_504154	234.5	F	rib	left	1580.803276
LAGENORHYNCHUS_ACUTUS	USNM_504154	234.5	F	rib	right	1562.228541
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	pelvic	left	959.095099
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	pelvic	right	995.135620
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	rib	left	1618.685740
LAGENORHYNCHUS_ACUTUS	USNM_550995	253	M	rib	right	1610.333584
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	pelvic	left	843.253063
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	pelvic	right	907.892256
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	rib	left	1578.436566
LAGENORHYNCHUS_ACUTUS	USNM_571327	253	M	rib	right	1588.275772
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	pelvic	left	967.953104
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	pelvic	right	978.334100
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	rib	left	1550.497265
LAGENORHYNCHUS_ACUTUS	USNM_571390	242	M	rib	right	1566.844710
LAGENORHYNCHUS_OBLIQUIDENS	LACM_84284	220.0	M	pelvic	left	902.274571
LAGENORHYNCHUS_OBLIQUIDENS	LACM_84284	220.0	M	pelvic	right	967.940647
LAGENORHYNCHUS_OBLIQUIDENS	LACM_84284	220.0	M	rib	left	1572.010697
LAGENORHYNCHUS_OBLIQUIDENS	LACM_84284	220.0	M	rib	right	1517.075716
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88951	192.0	M	pelvic	left	885.513056
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88951	192.0	M	pelvic	right	856.224171
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88951	192.0	M	rib	left	1528.549311
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88951	192.0	M	rib	right	1465.366378
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88987	207.0	M	pelvic	left	771.831762
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88987	207.0	M	pelvic	right	778.021188
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88987	207.0	M	rib	left	1475.729696
LAGENORHYNCHUS_OBLIQUIDENS	LACM_88987	207.0	M	rib	right	1453.959513
LAGENORHYNCHUS_OBLIQUIDENS	LACM_92062	194.0	M	pelvic	left	733.244817
LAGENORHYNCHUS_OBLIQUIDENS	LACM_92062	194.0	M	pelvic	right	757.209453
LAGENORHYNCHUS_OBLIQUIDENS	LACM_92062	194.0	M	rib	left	1386.825289
LAGENORHYNCHUS_OBLIQUIDENS	LACM_92062	194.0	M	rib	right	1417.368689
LAGENORHYNCHUS_OBLIQUIDENS	LACM_95514	223.0	F	pelvic	left	765.180240
LAGENORHYNCHUS_OBLIQUIDENS	LACM_95514	223.0	F	pelvic	right	717.065685
LAGENORHYNCHUS_OBLIQUIDENS	LACM_95514	223.0	F	rib	left	1588.495275
LAGENORHYNCHUS_OBLIQUIDENS	LACM_95514	223.0	F	rib	right	1685.960162
LISSODELPHIS_BOREALIS	LACM_72455	264.4	M	pelvic	left	999.800679
LISSODELPHIS_BOREALIS	LACM_72455	264.4	M	pelvic	right	1010.622756
LISSODELPHIS_BOREALIS	LACM_72455	264.4	M	rib	left	1343.243822
LISSODELPHIS_BOREALIS	LACM_72455	264.4	M	rib	right	1358.490288
LISSODELPHIS_BOREALIS	LACM_95689	217.8	M	pelvic	left	974.293348
LISSODELPHIS_BOREALIS	LACM_95689	217.8	M	pelvic	right	987.513170
LISSODELPHIS_BOREALIS	LACM_95689	217.8	M	rib	left	1161.586723
LISSODELPHIS_BOREALIS	LACM_95689	217.8	M	rib	right	1245.574138
LISSODELPHIS_BOREALIS	USNM_484929	265.3	M	pelvic	left	1128.509288
LISSODELPHIS_BOREALIS	USNM_484929	265.3	M	pelvic	right	1139.579787
LISSODELPHIS_BOREALIS	USNM_484929	265.3	M	rib	left	1489.910832
LISSODELPHIS_BOREALIS	USNM_484929	265.3	M	rib	right	1536.663969
MESOPLODON_CARLHUBBSI	USNM_504128	532	F	pelvic	left	1007.050509
MESOPLODON_CARLHUBBSI	USNM_504128	532	F	pelvic	right	1043.291484
MESOPLODON_CARLHUBBSI	USNM_504128	532	F	rib	left	3119.371943
MESOPLODON_CARLHUBBSI	USNM_504128	532	F	rib	right	3124.069436
ORCINUS_ORCA	LACM_84249	665.0	M	pelvic	left	NA
ORCINUS_ORCA	LACM_84249	665.0	M	pelvic	right	NA
ORCINUS_ORCA	LACM_84249	665.0	M	rib	left	NA
ORCINUS_ORCA	LACM_84249	665.0	M	rib	right	NA
PEPONOCEPHALA_ELECTRA	LACM_54090	231.0	F	pelvic	left	1008.084006
PEPONOCEPHALA_ELECTRA	LACM_54090	231.0	F	pelvic	right	974.608513
PEPONOCEPHALA_ELECTRA	LACM_54090	231.0	F	rib	left	1611.379876
PEPONOCEPHALA_ELECTRA	LACM_54090	231.0	F	rib	right	1635.850800
PHOCOENA_PHOCOENA	LACM_72591	148.0	M	pelvic	left	1063.096717
PHOCOENA_PHOCOENA	LACM_72591	148.0	M	pelvic	right	1058.269489
PHOCOENA_PHOCOENA	LACM_72591	148.0	M	rib	left	NA
PHOCOENA_PHOCOENA	LACM_72591	148.0	M	rib	right	NA
PHOCOENA_PHOCOENA	LACM_84072	154.0	M	pelvic	left	1018.147149
PHOCOENA_PHOCOENA	LACM_84072	154.0	M	pelvic	right	995.424826
PHOCOENA_PHOCOENA	LACM_84072	154.0	M	rib	left	1491.813663
PHOCOENA_PHOCOENA	LACM_84072	154.0	M	rib	right	1475.346879
PHOCOENA_PHOCOENA	LACM_84073	173.0	F	pelvic	left	829.495485
PHOCOENA_PHOCOENA	LACM_84073	173.0	F	pelvic	right	872.353828
PHOCOENA_PHOCOENA	LACM_84073	173.0	F	rib	left	1403.785552
PHOCOENA_PHOCOENA	LACM_84073	173.0	F	rib	right	1413.982525
PHOCOENA_PHOCOENA	LACM_84076	178.0	F	pelvic	left	945.265901
PHOCOENA_PHOCOENA	LACM_84076	178.0	F	pelvic	right	997.745807
PHOCOENA_PHOCOENA	LACM_84076	178.0	F	rib	left	1409.796677
PHOCOENA_PHOCOENA	LACM_84076	178.0	F	rib	right	1415.641848
PHOCOENA_PHOCOENA	LACM_84086	164.5	F	pelvic	left	880.523110
PHOCOENA_PHOCOENA	LACM_84086	164.5	F	pelvic	right	876.979108
PHOCOENA_PHOCOENA	LACM_84086	164.5	F	rib	left	1319.045546
PHOCOENA_PHOCOENA	LACM_84086	164.5	F	rib	right	1317.450807
PHOCOENA_PHOCOENA	LACM_95748	155.4	M	pelvic	left	NA
PHOCOENA_PHOCOENA	LACM_95748	155.4	M	pelvic	right	NA
PHOCOENA_PHOCOENA	LACM_95748	155.4	M	rib	left	NA
PHOCOENA_PHOCOENA	LACM_95748	155.4	M	rib	right	NA
PHOCOENA_PHOCOENA	USNM_504302	165	F	pelvic	left	834.410194
PHOCOENA_PHOCOENA	USNM_504302	165	F	pelvic	right	917.432243
PHOCOENA_PHOCOENA	USNM_504302	165	F	rib	left	1275.896068
PHOCOENA_PHOCOENA	USNM_504302	165	F	rib	right	1279.050899
PHOCOENA_PHOCOENA	USNM_550312	158	F	pelvic	left	897.438460
PHOCOENA_PHOCOENA	USNM_550312	158	F	pelvic	right	879.919757
PHOCOENA_PHOCOENA	USNM_550312	158	F	rib	left	1334.410285
PHOCOENA_PHOCOENA	USNM_550312	158	F	rib	right	1362.577024
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	pelvic	left	1155.718814
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	pelvic	right	1159.679940
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	rib	left	1409.389062
PHOCOENA_PHOCOENA	USNM_571709	160.2	M	rib	right	1352.579958
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	pelvic	left	1094.437985
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	pelvic	right	1086.858594
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	rib	left	1125.772582
PHOCOENA_PHOCOENA	USNM_571723	146.1	M	rib	right	1152.363494
PHOCOENA_PHOCOENA	USNM_572629	163	F	pelvic	left	718.329283
PHOCOENA_PHOCOENA	USNM_572629	163	F	pelvic	right	775.879018
PHOCOENA_PHOCOENA	USNM_572629	163	F	rib	left	1361.685054
PHOCOENA_PHOCOENA	USNM_572629	163	F	rib	right	1374.825528
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	pelvic	left	1108.134712
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	pelvic	right	1110.926227
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	rib	left	1299.116120
PHOCOENA_PHOCOENA	USNM_572785	151.5	M	rib	right	1328.934663
PHOCOENOIDES_DALLI	LACM_54109	194.0	M	pelvic	left	NA
PHOCOENOIDES_DALLI	LACM_54109	194.0	M	pelvic	right	NA
PHOCOENOIDES_DALLI	LACM_54109	194.0	M	rib	left	NA
PHOCOENOIDES_DALLI	LACM_54109	194.0	M	rib	right	NA
PHOCOENOIDES_DALLI	LACM_54420	203.0	M	pelvic	left	793.836511
PHOCOENOIDES_DALLI	LACM_54420	203.0	M	pelvic	right	846.745543
PHOCOENOIDES_DALLI	LACM_54420	203.0	M	rib	left	1679.638349
PHOCOENOIDES_DALLI	LACM_54420	203.0	M	rib	right	1600.186786
PHOCOENOIDES_DALLI	LACM_54569	200.0	F	pelvic	left	690.322902
PHOCOENOIDES_DALLI	LACM_54569	200.0	F	pelvic	right	695.731934
PHOCOENOIDES_DALLI	LACM_54569	200.0	F	rib	left	1748.332096
PHOCOENOIDES_DALLI	LACM_54569	200.0	F	rib	right	1747.249870
PHOCOENOIDES_DALLI	LACM_84048	213.0	M	pelvic	left	589.983084
PHOCOENOIDES_DALLI	LACM_84048	213.0	M	pelvic	right	575.098760
PHOCOENOIDES_DALLI	LACM_84048	213.0	M	rib	left	1568.322714
PHOCOENOIDES_DALLI	LACM_84048	213.0	M	rib	right	1510.067436
PHOCOENOIDES_DALLI	LACM_84251	225.0	M	pelvic	left	686.945127
PHOCOENOIDES_DALLI	LACM_84251	225.0	M	pelvic	right	733.840674
PHOCOENOIDES_DALLI	LACM_84251	225.0	M	rib	left	1749.313285
PHOCOENOIDES_DALLI	LACM_84251	225.0	M	rib	right	1753.172849
PHOCOENOIDES_DALLI	LACM_96383	213.5	M	pelvic	left	770.058892
PHOCOENOIDES_DALLI	LACM_96383	213.5	M	pelvic	right	777.175548
PHOCOENOIDES_DALLI	LACM_96383	213.5	M	rib	left	1556.035178
PHOCOENOIDES_DALLI	LACM_96383	213.5	M	rib	right	1514.162745
PHOCOENOIDES_DALLI	LACM_96487	210.0	M	pelvic	left	557.862414
PHOCOENOIDES_DALLI	LACM_96487	210.0	M	pelvic	right	NA
PHOCOENOIDES_DALLI	LACM_96487	210.0	M	rib	left	NA
