specimen1	bone1	side1	specimen2	bone2	side2	shape_difference
CCSN_04-141	pelvic	right	LACM_47143	pelvic	left	3.549505
CCSN_04-141	pelvic	right	LACM_47143	pelvic	right	3.395188
CCSN_04-141	pelvic	right	LACM_54012	pelvic	left	2.403738
CCSN_04-141	pelvic	right	LACM_54012	pelvic	right	2.330065
CCSN_04-141	pelvic	right	LACM_54043	pelvic	left	2.565862
CCSN_04-141	pelvic	right	LACM_54043	pelvic	right	2.452623
CCSN_04-141	pelvic	right	LACM_54090	pelvic	left	2.282824
CCSN_04-141	pelvic	right	LACM_54090	pelvic	right	1.987034
CCSN_04-141	pelvic	right	LACM_54420	pelvic	left	2.570065
CCSN_04-141	pelvic	right	LACM_54420	pelvic	right	2.256869
CCSN_04-141	pelvic	right	LACM_54569	pelvic	left	2.337090
CCSN_04-141	pelvic	right	LACM_54569	pelvic	right	2.620073
CCSN_04-141	pelvic	right	LACM_72437	pelvic	left	1.694056
CCSN_04-141	pelvic	right	LACM_72437	pelvic	right	1.699074
CCSN_04-141	pelvic	right	LACM_72438	pelvic	left	2.487486
CCSN_04-141	pelvic	right	LACM_72438	pelvic	right	2.573520
CCSN_04-141	pelvic	right	LACM_72455	pelvic	left	1.799474
CCSN_04-141	pelvic	right	LACM_72455	pelvic	right	1.713515
CCSN_04-141	pelvic	right	LACM_72546	pelvic	left	2.661040
CCSN_04-141	pelvic	right	LACM_72546	pelvic	right	2.344613
CCSN_04-141	pelvic	right	LACM_72591	pelvic	left	2.863272
CCSN_04-141	pelvic	right	LACM_72591	pelvic	right	2.602791
CCSN_04-141	pelvic	right	LACM_84047	pelvic	left	2.687034
CCSN_04-141	pelvic	right	LACM_84047	pelvic	right	2.758481
CCSN_04-141	pelvic	right	LACM_84048	pelvic	left	3.127528
CCSN_04-141	pelvic	right	LACM_84048	pelvic	right	3.433564
CCSN_04-141	pelvic	right	LACM_84071REP10	pelvic	right	2.349370
CCSN_04-141	pelvic	right	LACM_84071REP1	pelvic	right	2.305145
CCSN_04-141	pelvic	right	LACM_84071REP2	pelvic	right	2.301231
CCSN_04-141	pelvic	right	LACM_84071REP3	pelvic	right	2.303144
CCSN_04-141	pelvic	right	LACM_84071REP4	pelvic	right	2.285083
CCSN_04-141	pelvic	right	LACM_84071REP5	pelvic	right	2.387196
CCSN_04-141	pelvic	right	LACM_84071REP6	pelvic	right	2.360944
CCSN_04-141	pelvic	right	LACM_84071REP7	pelvic	right	2.321578
CCSN_04-141	pelvic	right	LACM_84071REP8	pelvic	right	2.328549
CCSN_04-141	pelvic	right	LACM_84071REP9	pelvic	right	2.352298
CCSN_04-141	pelvic	right	LACM_84071	pelvic	left	2.512871
CCSN_04-141	pelvic	right	LACM_84071	pelvic	right	2.417110
CCSN_04-141	pelvic	right	LACM_84072REP2	pelvic	left	2.500548
CCSN_04-141	pelvic	right	LACM_84072REP2	pelvic	right	2.978884
CCSN_04-141	pelvic	right	LACM_84072	pelvic	left	2.590721
CCSN_04-141	pelvic	right	LACM_84072	pelvic	right	2.942375
CCSN_04-141	pelvic	right	LACM_84073	pelvic	left	2.705575
CCSN_04-141	pelvic	right	LACM_84073	pelvic	right	2.839199
CCSN_04-141	pelvic	right	LACM_84076	pelvic	left	2.855534
CCSN_04-141	pelvic	right	LACM_84076	pelvic	right	2.538257
CCSN_04-141	pelvic	right	LACM_84086	pelvic	left	2.255537
CCSN_04-141	pelvic	right	LACM_84086	pelvic	right	2.260624
CCSN_04-141	pelvic	right	LACM_84127	pelvic	left	2.530831
CCSN_04-141	pelvic	right	LACM_84127	pelvic	right	2.594331
CCSN_04-141	pelvic	right	LACM_84163	pelvic	left	2.556424
CCSN_04-141	pelvic	right	LACM_84163	pelvic	right	2.565681
CCSN_04-141	pelvic	right	LACM_84185	pelvic	left	2.117640
CCSN_04-141	pelvic	right	LACM_84185	pelvic	right	2.509961
CCSN_04-141	pelvic	right	LACM_84194	pelvic	left	2.162285
CCSN_04-141	pelvic	right	LACM_84194	pelvic	right	2.111939
CCSN_04-141	pelvic	right	LACM_84220	pelvic	left	2.186119
CCSN_04-141	pelvic	right	LACM_84220	pelvic	right	2.134652
CCSN_04-141	pelvic	right	LACM_84221	pelvic	left	2.101408
CCSN_04-141	pelvic	right	LACM_84221	pelvic	right	2.316269
CCSN_04-141	pelvic	right	LACM_84233	pelvic	left	1.964250
CCSN_04-141	pelvic	right	LACM_84233	pelvic	right	2.080052
CCSN_04-141	pelvic	right	LACM_84236	pelvic	left	2.125113
CCSN_04-141	pelvic	right	LACM_84236	pelvic	right	2.104121
CCSN_04-141	pelvic	right	LACM_84239	pelvic	left	2.450345
CCSN_04-141	pelvic	right	LACM_84239	pelvic	right	2.212636
CCSN_04-141	pelvic	right	LACM_84240	pelvic	left	2.152362
CCSN_04-141	pelvic	right	LACM_84240	pelvic	right	1.988815
CCSN_04-141	pelvic	right	LACM_84241	pelvic	left	2.049449
CCSN_04-141	pelvic	right	LACM_84241	pelvic	right	1.834965
CCSN_04-141	pelvic	right	LACM_84251REP2	pelvic	left	2.657825
CCSN_04-141	pelvic	right	LACM_84251REP2	pelvic	right	2.810175
CCSN_04-141	pelvic	right	LACM_84251	pelvic	left	2.704153
CCSN_04-141	pelvic	right	LACM_84251	pelvic	right	2.718664
CCSN_04-141	pelvic	right	LACM_84252REP2	pelvic	left	2.192025
CCSN_04-141	pelvic	right	LACM_84252REP2	pelvic	right	1.760294
CCSN_04-141	pelvic	right	LACM_84252	pelvic	left	1.673890
CCSN_04-141	pelvic	right	LACM_84252	pelvic	right	1.799476
CCSN_04-141	pelvic	right	LACM_84254REP2	pelvic	left	2.252735
CCSN_04-141	pelvic	right	LACM_84254REP2	pelvic	right	1.947592
CCSN_04-141	pelvic	right	LACM_84254	pelvic	left	2.288408
CCSN_04-141	pelvic	right	LACM_84254	pelvic	right	2.010737
CCSN_04-141	pelvic	right	LACM_84267REP2	pelvic	left	2.160889
CCSN_04-141	pelvic	right	LACM_84267REP2	pelvic	right	2.373218
CCSN_04-141	pelvic	right	LACM_84267	pelvic	left	2.160779
CCSN_04-141	pelvic	right	LACM_84267	pelvic	right	2.381061
CCSN_04-141	pelvic	right	LACM_84271	pelvic	left	2.292094
CCSN_04-141	pelvic	right	LACM_84271	pelvic	right	1.789536
CCSN_04-141	pelvic	right	LACM_84284	pelvic	left	2.900549
CCSN_04-141	pelvic	right	LACM_84284	pelvic	right	2.916371
CCSN_04-141	pelvic	right	LACM_85995	pelvic	left	1.995081
CCSN_04-141	pelvic	right	LACM_85995	pelvic	right	1.944507
CCSN_04-141	pelvic	right	LACM_86004REP2	pelvic	left	1.928458
CCSN_04-141	pelvic	right	LACM_86004REP2	pelvic	right	1.703081
CCSN_04-141	pelvic	right	LACM_86004	pelvic	left	1.883936
CCSN_04-141	pelvic	right	LACM_86004	pelvic	right	1.735093
CCSN_04-141	pelvic	right	LACM_88951REP2	pelvic	left	2.238621
CCSN_04-141	pelvic	right	LACM_88951REP2	pelvic	right	2.200843
CCSN_04-141	pelvic	right	LACM_88951	pelvic	left	2.377793
CCSN_04-141	pelvic	right	LACM_88951	pelvic	right	2.214784
CCSN_04-141	pelvic	right	LACM_88979	pelvic	left	2.190970
CCSN_04-141	pelvic	right	LACM_88979	pelvic	right	2.030749
CCSN_04-141	pelvic	right	LACM_88987REP2	pelvic	left	2.916929
CCSN_04-141	pelvic	right	LACM_88987REP2	pelvic	right	2.707632
CCSN_04-141	pelvic	right	LACM_88987	pelvic	left	3.064896
CCSN_04-141	pelvic	right	LACM_88987	pelvic	right	3.070604
CCSN_04-141	pelvic	right	LACM_88999	pelvic	left	2.031997
CCSN_04-141	pelvic	right	LACM_88999	pelvic	right	2.127463
CCSN_04-141	pelvic	right	LACM_91307	pelvic	left	2.370047
CCSN_04-141	pelvic	right	LACM_91307	pelvic	right	1.859596
CCSN_04-141	pelvic	right	LACM_91779REP2	pelvic	left	1.484825
CCSN_04-141	pelvic	right	LACM_91779REP2	pelvic	right	1.735502
CCSN_04-141	pelvic	right	LACM_91779	pelvic	left	1.580890
CCSN_04-141	pelvic	right	LACM_91779	pelvic	right	1.779272
CCSN_04-141	pelvic	right	LACM_91915	pelvic	left	2.098153
CCSN_04-141	pelvic	right	LACM_91915	pelvic	right	2.101460
CCSN_04-141	pelvic	right	LACM_92062	pelvic	left	2.695280
CCSN_04-141	pelvic	right	LACM_92062	pelvic	right	2.724121
CCSN_04-141	pelvic	right	LACM_92071	pelvic	left	2.103842
CCSN_04-141	pelvic	right	LACM_92071	pelvic	right	2.225947
CCSN_04-141	pelvic	right	LACM_92072	pelvic	left	2.388857
CCSN_04-141	pelvic	right	LACM_92072	pelvic	right	2.462326
CCSN_04-141	pelvic	right	LACM_92077	pelvic	left	2.118649
CCSN_04-141	pelvic	right	LACM_92077	pelvic	right	2.346877
CCSN_04-141	pelvic	right	LACM_95489	pelvic	left	2.018495
CCSN_04-141	pelvic	right	LACM_95489	pelvic	right	1.991262
CCSN_04-141	pelvic	right	LACM_95514	pelvic	left	1.919046
CCSN_04-141	pelvic	right	LACM_95514	pelvic	right	2.011876
CCSN_04-141	pelvic	right	LACM_95689	pelvic	left	2.324271
CCSN_04-141	pelvic	right	LACM_95689	pelvic	right	2.128650
CCSN_04-141	pelvic	right	LACM_95828	pelvic	left	1.957240
CCSN_04-141	pelvic	right	LACM_95828	pelvic	right	2.091630
CCSN_04-141	pelvic	right	LACM_96366	pelvic	left	1.968605
CCSN_04-141	pelvic	right	LACM_96366	pelvic	right	2.153605
CCSN_04-141	pelvic	right	LACM_96383	pelvic	left	2.214880
CCSN_04-141	pelvic	right	LACM_96383	pelvic	right	2.733093
CCSN_04-141	pelvic	right	LACM_96487	pelvic	left	3.240716
CCSN_04-141	pelvic	right	LACM_97203	pelvic	right	2.381584
CCSN_04-141	pelvic	right	LACM_97204	pelvic	left	2.600539
CCSN_04-141	pelvic	right	LACM_97204	pelvic	right	2.285008
CCSN_04-141	pelvic	right	LACM_97207	pelvic	left	2.470939
CCSN_04-141	pelvic	right	LACM_97207	pelvic	right	2.286544
CCSN_04-141	pelvic	right	LACM_97405	pelvic	left	2.303308
CCSN_04-141	pelvic	right	LACM_97405	pelvic	right	2.234707
CCSN_04-141	pelvic	right	LACM_97429	pelvic	left	1.609146
CCSN_04-141	pelvic	right	LACM_97429	pelvic	right	1.846128
CCSN_04-141	pelvic	right	LACM_97478	pelvic	left	1.667339
CCSN_04-141	pelvic	right	LACM_97478	pelvic	right	1.816410
CCSN_04-141	pelvic	right	LACM_97489	pelvic	left	1.996960
CCSN_04-141	pelvic	right	LACM_97489	pelvic	right	2.213472
CCSN_04-141	pelvic	right	MAL_03-282	pelvic	left	2.116895
CCSN_04-141	pelvic	right	MAL_03-282	pelvic	right	2.181840
CCSN_04-141	pelvic	right	MH_03-621	pelvic	left	1.396030
CCSN_04-141	pelvic	right	MH_03-621	pelvic	right	1.403873
CCSN_04-141	pelvic	right	MJM_070110	pelvic	left	1.773612
CCSN_04-141	pelvic	right	MJM_070110	pelvic	right	1.816145
CCSN_04-141	pelvic	right	UMA_4820	pelvic	left	2.146424
CCSN_04-141	pelvic	right	UMA_4820	pelvic	right	1.813934
CCSN_04-141	pelvic	right	UMA_4920	pelvic	left	1.684112
CCSN_04-141	pelvic	right	UMA_4920	pelvic	right	1.847356
CCSN_04-141	pelvic	right	USNM_258642	pelvic	left	1.932029
CCSN_04-141	pelvic	right	USNM_258642	pelvic	right	2.109650
CCSN_04-141	pelvic	right	USNM_395277	pelvic	left	1.989807
CCSN_04-141	pelvic	right	USNM_395277	pelvic	right	1.967445
CCSN_04-141	pelvic	right	USNM_395390	pelvic	left	2.411292
CCSN_04-141	pelvic	right	USNM_395390	pelvic	right	2.485453
CCSN_04-141	pelvic	right	USNM_395465	pelvic	left	2.622418
CCSN_04-141	pelvic	right	USNM_395465	pelvic	right	2.921881
CCSN_04-141	pelvic	right	USNM_395599	pelvic	left	2.021783
CCSN_04-141	pelvic	right	USNM_395599	pelvic	right	2.259595
CCSN_04-141	pelvic	right	USNM_396165	pelvic	left	2.343406
CCSN_04-141	pelvic	right	USNM_396165	pelvic	right	2.295581
CCSN_04-141	pelvic	right	USNM_396304	pelvic	left	2.487780
CCSN_04-141	pelvic	right	USNM_396304	pelvic	right	2.484003
CCSN_04-141	pelvic	right	USNM_484929	pelvic	left	1.893850
CCSN_04-141	pelvic	right	USNM_484929	pelvic	right	1.751031
CCSN_04-141	pelvic	right	USNM_501157	pelvic	left	2.367581
CCSN_04-141	pelvic	right	USNM_501157	pelvic	right	2.180922
CCSN_04-141	pelvic	right	USNM_501176	pelvic	left	2.061579
CCSN_04-141	pelvic	right	USNM_501176	pelvic	right	1.902202
CCSN_04-141	pelvic	right	USNM_501179	pelvic	left	2.883424
CCSN_04-141	pelvic	right	USNM_501179	pelvic	right	2.612823
CCSN_04-141	pelvic	right	USNM_501183	pelvic	left	2.066423
CCSN_04-141	pelvic	right	USNM_501183	pelvic	right	2.270345
CCSN_04-141	pelvic	right	USNM_501186	pelvic	left	2.002156
CCSN_04-141	pelvic	right	USNM_501186	pelvic	right	2.040604
CCSN_04-141	pelvic	right	USNM_504107	pelvic	left	2.708473
CCSN_04-141	pelvic	right	USNM_504107	pelvic	right	2.672978
CCSN_04-141	pelvic	right	USNM_504126	pelvic	left	2.443837
CCSN_04-141	pelvic	right	USNM_504126	pelvic	right	2.649496
CCSN_04-141	pelvic	right	USNM_504128	pelvic	left	2.554947
CCSN_04-141	pelvic	right	USNM_504128	pelvic	right	2.929778
CCSN_04-141	pelvic	right	USNM_504154	pelvic	left	1.931564
CCSN_04-141	pelvic	right	USNM_504154	pelvic	right	2.000419
CCSN_04-141	pelvic	right	USNM_504302	pelvic	left	2.498908
CCSN_04-141	pelvic	right	USNM_504302	pelvic	right	2.541913
CCSN_04-141	pelvic	right	USNM_504350	pelvic	left	2.354399
CCSN_04-141	pelvic	right	USNM_504350	pelvic	right	2.414258
CCSN_04-141	pelvic	right	USNM_504467	pelvic	left	2.529813
CCSN_04-141	pelvic	right	USNM_504467	pelvic	right	2.630706
CCSN_04-141	pelvic	right	USNM_504468	pelvic	left	2.533788
CCSN_04-141	pelvic	right	USNM_504468	pelvic	right	2.592036
CCSN_04-141	pelvic	right	USNM_504494	pelvic	left	2.644678
CCSN_04-141	pelvic	right	USNM_504494	pelvic	right	2.361298
CCSN_04-141	pelvic	right	USNM_504726	pelvic	left	1.526640
CCSN_04-141	pelvic	right	USNM_504726	pelvic	right	1.689420
CCSN_04-141	pelvic	right	USNM_504758	pelvic	left	2.223513
CCSN_04-141	pelvic	right	USNM_504758	pelvic	right	2.348305
CCSN_04-141	pelvic	right	USNM_504773	pelvic	left	2.090085
CCSN_04-141	pelvic	right	USNM_504773	pelvic	right	2.047267
CCSN_04-141	pelvic	right	USNM_504879	pelvic	left	2.312504
CCSN_04-141	pelvic	right	USNM_504879	pelvic	right	2.460015
CCSN_04-141	pelvic	right	USNM_504920	pelvic	left	3.011507
CCSN_04-141	pelvic	right	USNM_504920	pelvic	right	2.484207
CCSN_04-141	pelvic	right	USNM_550042	pelvic	left	2.346341
CCSN_04-141	pelvic	right	USNM_550312	pelvic	left	2.501440
CCSN_04-141	pelvic	right	USNM_550312	pelvic	right	2.440338
CCSN_04-141	pelvic	right	USNM_550389	pelvic	left	1.520674
CCSN_04-141	pelvic	right	USNM_550389	pelvic	right	1.746940
CCSN_04-141	pelvic	right	USNM_550391	pelvic	left	2.969611
CCSN_04-141	pelvic	right	USNM_550391	pelvic	right	2.419603
CCSN_04-141	pelvic	right	USNM_550401	pelvic	left	2.716139
CCSN_04-141	pelvic	right	USNM_550401	pelvic	right	2.833758
CCSN_04-141	pelvic	right	USNM_550422	pelvic	left	2.525079
CCSN_04-141	pelvic	right	USNM_550422	pelvic	right	2.618828
CCSN_04-141	pelvic	right	USNM_550837	pelvic	left	2.590398
CCSN_04-141	pelvic	right	USNM_550837	pelvic	right	2.599737
CCSN_04-141	pelvic	right	USNM_550919	pelvic	left	2.137699
CCSN_04-141	pelvic	right	USNM_550919	pelvic	right	1.917432
CCSN_04-141	pelvic	right	USNM_550995	pelvic	left	2.387002
CCSN_04-141	pelvic	right	USNM_550995	pelvic	right	2.105655
CCSN_04-141	pelvic	right	USNM_571051	pelvic	left	2.551353
CCSN_04-141	pelvic	right	USNM_571051	pelvic	right	2.728945
CCSN_04-141	pelvic	right	USNM_571086	pelvic	left	2.005715
CCSN_04-141	pelvic	right	USNM_571086	pelvic	right	2.066637
CCSN_04-141	pelvic	right	USNM_571268	pelvic	left	2.341430
CCSN_04-141	pelvic	right	USNM_571268	pelvic	right	2.362045
CCSN_04-141	pelvic	right	USNM_571327	pelvic	left	1.987649
CCSN_04-141	pelvic	right	USNM_571327	pelvic	right	2.260003
CCSN_04-141	pelvic	right	USNM_571388	pelvic	left	2.479114
CCSN_04-141	pelvic	right	USNM_571388	pelvic	right	2.104160
CCSN_04-141	pelvic	right	USNM_571390	pelvic	left	2.135060
CCSN_04-141	pelvic	right	USNM_571390	pelvic	right	2.291520
CCSN_04-141	pelvic	right	USNM_571521	pelvic	left	2.342491
CCSN_04-141	pelvic	right	USNM_571521	pelvic	right	2.187782
CCSN_04-141	pelvic	right	USNM_571709	pelvic	left	2.402072
CCSN_04-141	pelvic	right	USNM_571709	pelvic	right	2.578481
CCSN_04-141	pelvic	right	USNM_571723	pelvic	left	2.359197
CCSN_04-141	pelvic	right	USNM_571723	pelvic	right	2.268184
CCSN_04-141	pelvic	right	USNM_572629	pelvic	left	2.730425
CCSN_04-141	pelvic	right	USNM_572629	pelvic	right	2.641611
CCSN_04-141	pelvic	right	USNM_572632	pelvic	left	2.309289
CCSN_04-141	pelvic	right	USNM_572632	pelvic	right	2.451238
CCSN_04-141	pelvic	right	USNM_572775	pelvic	left	2.422636
CCSN_04-141	pelvic	right	USNM_572775	pelvic	right	2.438739
CCSN_04-141	pelvic	right	USNM_572776	pelvic	left	2.210172
CCSN_04-141	pelvic	right	USNM_572776	pelvic	right	2.562675
CCSN_04-141	pelvic	right	USNM_572777	pelvic	left	1.861260
CCSN_04-141	pelvic	right	USNM_572777	pelvic	right	1.667603
CCSN_04-141	pelvic	right	USNM_572785	pelvic	left	1.835770
CCSN_04-141	pelvic	right	USNM_572785	pelvic	right	2.041416
CCSN_04-141	pelvic	right	USNM_572859	pelvic	left	1.870864
CCSN_04-141	pelvic	right	USNM_572859	pelvic	right	1.836179
CCSN_04-141	pelvic	right	USNM_572871	pelvic	right	2.320379
CCSN_04-141	pelvic	right	USNM_572949	pelvic	left	2.314621
CCSN_04-141	pelvic	right	USNM_572949	pelvic	right	2.378530
CCSN_04-141	pelvic	right	USNM_572980	pelvic	left	2.500219
CCSN_04-141	pelvic	right	USNM_572980	pelvic	right	2.548815
CCSN_04-141	pelvic	right	USNM_593406	pelvic	left	2.090423
CCSN_04-141	pelvic	right	USNM_593406	pelvic	right	2.078182
CCSN_04-141	pelvic	right	USNM_A20971	pelvic	left	2.450809
CCSN_04-141	pelvic	right	USNM_A20971	pelvic	right	2.222483
CCSN_04-141	pelvic	right	USNM_A49599	pelvic	left	2.542120
CCSN_04-141	pelvic	right	USNM_A49599	pelvic	right	2.470088
CCSN_04-141	pelvic	right	UWBM_35430	pelvic	left	2.597617
LACM_19590	pelvic	left	LACM_19590	pelvic	right	0.778201
LACM_19590	pelvic	left	LACM_27074	pelvic	left	1.680005
LACM_19590	pelvic	left	LACM_27074	pelvic	right	1.525823
LACM_19590	pelvic	left	LACM_31144	pelvic	left	1.051303
LACM_19590	pelvic	left	LACM_31144	pelvic	right	1.123246
LACM_19590	pelvic	left	LACM_47143	pelvic	left	3.173688
LACM_19590	pelvic	left	LACM_47143	pelvic	right	3.172593
LACM_19590	pelvic	left	LACM_54012	pelvic	left	1.494092
LACM_19590	pelvic	left	LACM_54012	pelvic	right	1.719117
LACM_19590	pelvic	left	LACM_54043	pelvic	left	1.606206
LACM_19590	pelvic	left	LACM_54043	pelvic	right	1.651939
LACM_19590	pelvic	left	LACM_54090	pelvic	left	1.293135
LACM_19590	pelvic	left	LACM_54090	pelvic	right	1.304499
LACM_19590	pelvic	left	LACM_54420	pelvic	left	1.715742
LACM_19590	pelvic	left	LACM_54420	pelvic	right	1.548533
LACM_19590	pelvic	left	LACM_54569	pelvic	left	1.205117
LACM_19590	pelvic	left	LACM_54569	pelvic	right	1.703935
LACM_19590	pelvic	left	LACM_72437	pelvic	left	1.677140
LACM_19590	pelvic	left	LACM_72437	pelvic	right	1.570278
LACM_19590	pelvic	left	LACM_72438	pelvic	left	1.750770
LACM_19590	pelvic	left	LACM_72438	pelvic	right	1.772516
LACM_19590	pelvic	left	LACM_72455	pelvic	left	1.348897
LACM_19590	pelvic	left	LACM_72455	pelvic	right	1.343209
LACM_19590	pelvic	left	LACM_72546	pelvic	left	1.803287
LACM_19590	pelvic	left	LACM_72546	pelvic	right	1.742892
LACM_19590	pelvic	left	LACM_72591	pelvic	left	1.976900
LACM_19590	pelvic	left	LACM_72591	pelvic	right	1.867762
LACM_19590	pelvic	left	LACM_84047	pelvic	left	2.048022
LACM_19590	pelvic	left	LACM_84047	pelvic	right	2.081699
LACM_19590	pelvic	left	LACM_84048	pelvic	left	2.689514
LACM_19590	pelvic	left	LACM_84048	pelvic	right	3.012796
LACM_19590	pelvic	left	LACM_84071REP10	pelvic	right	1.868501
LACM_19590	pelvic	left	LACM_84071REP1	pelvic	right	1.844986
LACM_19590	pelvic	left	LACM_84071REP2	pelvic	right	1.878475
LACM_19590	pelvic	left	LACM_84071REP3	pelvic	right	1.838726
LACM_19590	pelvic	left	LACM_84071REP4	pelvic	right	1.827460
LACM_19590	pelvic	left	LACM_84071REP5	pelvic	right	1.874567
LACM_19590	pelvic	left	LACM_84071REP6	pelvic	right	1.879873
LACM_19590	pelvic	left	LACM_84071REP7	pelvic	right	1.849257
LACM_19590	pelvic	left	LACM_84071REP8	pelvic	right	1.857015
LACM_19590	pelvic	left	LACM_84071REP9	pelvic	right	1.888427
LACM_19590	pelvic	left	LACM_84071	pelvic	left	1.701964
LACM_19590	pelvic	left	LACM_84071	pelvic	right	1.917633
LACM_19590	pelvic	left	LACM_84072REP2	pelvic	left	1.930693
LACM_19590	pelvic	left	LACM_84072REP2	pelvic	right	2.198628
LACM_19590	pelvic	left	LACM_84072	pelvic	left	2.045659
LACM_19590	pelvic	left	LACM_84072	pelvic	right	2.230114
LACM_19590	pelvic	left	LACM_84073	pelvic	left	1.927068
LACM_19590	pelvic	left	LACM_84073	pelvic	right	1.900421
LACM_19590	pelvic	left	LACM_84076	pelvic	left	1.828262
LACM_19590	pelvic	left	LACM_84076	pelvic	right	1.792097
LACM_19590	pelvic	left	LACM_84086	pelvic	left	1.420089
LACM_19590	pelvic	left	LACM_84086	pelvic	right	1.459521
LACM_19590	pelvic	left	LACM_84127	pelvic	left	1.850078
LACM_19590	pelvic	left	LACM_84127	pelvic	right	1.845408
LACM_19590	pelvic	left	LACM_84163	pelvic	left	1.985056
LACM_19590	pelvic	left	LACM_84163	pelvic	right	2.041752
LACM_19590	pelvic	left	LACM_84185	pelvic	left	1.975247
LACM_19590	pelvic	left	LACM_84185	pelvic	right	2.164397
LACM_19590	pelvic	left	LACM_84194	pelvic	left	1.840447
LACM_19590	pelvic	left	LACM_84194	pelvic	right	1.706548
LACM_19590	pelvic	left	LACM_84220	pelvic	left	1.812664
LACM_19590	pelvic	left	LACM_84220	pelvic	right	1.922930
LACM_19590	pelvic	left	LACM_84221	pelvic	left	1.550589
LACM_19590	pelvic	left	LACM_84221	pelvic	right	1.656963
LACM_19590	pelvic	left	LACM_84233	pelvic	left	1.875780
LACM_19590	pelvic	left	LACM_84233	pelvic	right	2.013660
LACM_19590	pelvic	left	LACM_84236	pelvic	left	1.294971
LACM_19590	pelvic	left	LACM_84236	pelvic	right	1.212939
LACM_19590	pelvic	left	LACM_84239	pelvic	left	1.908063
LACM_19590	pelvic	left	LACM_84239	pelvic	right	1.717907
LACM_19590	pelvic	left	LACM_84240	pelvic	left	2.116273
LACM_19590	pelvic	left	LACM_84240	pelvic	right	1.919530
LACM_19590	pelvic	left	LACM_84241	pelvic	left	1.995572
LACM_19590	pelvic	left	LACM_84241	pelvic	right	1.878994
LACM_19590	pelvic	left	LACM_84251REP2	pelvic	left	2.050831
LACM_19590	pelvic	left	LACM_84251REP2	pelvic	right	1.869698
LACM_19590	pelvic	left	LACM_84251	pelvic	left	2.275517
LACM_19590	pelvic	left	LACM_84251	pelvic	right	2.074603
LACM_19590	pelvic	left	LACM_84252REP2	pelvic	left	1.504797
LACM_19590	pelvic	left	LACM_84252REP2	pelvic	right	1.609262
LACM_19590	pelvic	left	LACM_84252	pelvic	left	1.507607
LACM_19590	pelvic	left	LACM_84252	pelvic	right	1.625132
LACM_19590	pelvic	left	LACM_84254REP2	pelvic	left	1.605848
LACM_19590	pelvic	left	LACM_84254REP2	pelvic	right	1.520448
LACM_19590	pelvic	left	LACM_84254	pelvic	left	1.658195
LACM_19590	pelvic	left	LACM_84254	pelvic	right	1.596704
LACM_19590	pelvic	left	LACM_84267REP2	pelvic	left	1.700381
LACM_19590	pelvic	left	LACM_84267REP2	pelvic	right	1.723970
LACM_19590	pelvic	left	LACM_84267	pelvic	left	1.706359
LACM_19590	pelvic	left	LACM_84267	pelvic	right	1.734119
LACM_19590	pelvic	left	LACM_84271	pelvic	left	1.447167
LACM_19590	pelvic	left	LACM_84271	pelvic	right	1.289791
LACM_19590	pelvic	left	LACM_84284	pelvic	left	2.115740
LACM_19590	pelvic	left	LACM_84284	pelvic	right	2.092273
LACM_19590	pelvic	left	LACM_85995	pelvic	left	1.601961
LACM_19590	pelvic	left	LACM_85995	pelvic	right	1.758303
LACM_19590	pelvic	left	LACM_86004REP2	pelvic	left	1.907428
LACM_19590	pelvic	left	LACM_86004REP2	pelvic	right	1.747696
LACM_19590	pelvic	left	LACM_86004	pelvic	left	1.706394
LACM_19590	pelvic	left	LACM_86004	pelvic	right	1.832449
LACM_19590	pelvic	left	LACM_88951REP2	pelvic	left	1.678992
LACM_19590	pelvic	left	LACM_88951REP2	pelvic	right	1.805285
LACM_19590	pelvic	left	LACM_88951	pelvic	left	1.732957
LACM_19590	pelvic	left	LACM_88951	pelvic	right	1.814437
LACM_19590	pelvic	left	LACM_88979	pelvic	left	1.564966
LACM_19590	pelvic	left	LACM_88979	pelvic	right	1.631510
LACM_19590	pelvic	left	LACM_88987REP2	pelvic	left	2.008536
LACM_19590	pelvic	left	LACM_88987REP2	pelvic	right	1.921882
LACM_19590	pelvic	left	LACM_88987	pelvic	left	1.999177
LACM_19590	pelvic	left	LACM_88987	pelvic	right	2.348545
LACM_19590	pelvic	left	LACM_88999	pelvic	left	1.415927
LACM_19590	pelvic	left	LACM_88999	pelvic	right	1.315162
LACM_19590	pelvic	left	LACM_91307	pelvic	left	1.657990
LACM_19590	pelvic	left	LACM_91307	pelvic	right	1.668708
LACM_19590	pelvic	left	LACM_91779REP2	pelvic	left	1.785977
LACM_19590	pelvic	left	LACM_91779REP2	pelvic	right	1.863960
LACM_19590	pelvic	left	LACM_91779	pelvic	left	1.806056
LACM_19590	pelvic	left	LACM_91779	pelvic	right	1.901177
LACM_19590	pelvic	left	LACM_91915	pelvic	left	1.771292
LACM_19590	pelvic	left	LACM_91915	pelvic	right	1.757497
LACM_19590	pelvic	left	LACM_92062	pelvic	left	1.977997
LACM_19590	pelvic	left	LACM_92062	pelvic	right	1.877971
LACM_19590	pelvic	left	LACM_92071	pelvic	left	1.435243
LACM_19590	pelvic	left	LACM_92071	pelvic	right	1.701584
LACM_19590	pelvic	left	LACM_92072	pelvic	left	1.619148
